Referência,Quartos,Banheiros,Suítes,Vagas de Garagem,Bairro,Área Total,Valor Venda
150526-4,2,2,0,1,Jardim Carvalho,73,255000
129122-4,3,2,0,2,Oficinas,67,250000
147059-4,2,1,0,2,Contorno / Sta. Paula,70,250000
134560-4,3,1,0,2,Uvaranas,80,250000
19602-4,2,1,0,1,Uvaranas,100,250000
132649-4,3,2,1,1,Boa Vista,200,250000
144612-4,2,2,0,2,Neves,80,250000
85885-4,3,2,1,2,Estrela,142,250000
102437-4,3,3,1,1,Uvaranas,92,250000
144410-4,1,2,0,1,Estrela,70,250000
148745-4,3,2,0,2,Boa Vista,219,250000
148284-4,3,1,0,2,Oficinas,241,250000
148760-4,2,2,0,3,Contorno / Sta. Paula,177,250000
148882-4,3,3,0,1,Estrela,333,250000
154943-4,3,1,0,2,Uvaranas,100,250000
99337-4,3,2,0,2,Contorno / Sta. Paula,177,250000
154779-4,3,1,1,2,Cará-cará,304,250000
151610-4,2,1,1,1,Cará-cará,84,249000
118653-4,2,2,0,1,Nova Rússia,84,248000
154444-4,2,1,0,2,Nova Rússia,83,248000
154690-4,2,2,0,1,Nova Rússia,237,248000
109874-4,2,2,0,1,Nova Rússia,83,248000
154938-4,2,1,0,2,Nova Rússia,83,248000
151040-4,3,3,1,1,Jardim Carvalho,93,245000
145683-4,3,2,1,2,Uvaranas,110,245000
80295-4,3,3,1,1,Jardim Carvalho,93,245000
96208-4,3,1,1,2,Jardim Carvalho,94,245000
22471-4,3,2,1,1,Jardim Carvalho,241,245000
127070-4,3,1,1,1,Jardim Carvalho,93,245000
153590-4,3,1,0,2,Jardim Carvalho,64,240000
134246-4,3,1,0,2,Jardim Carvalho,96,240000
132145-4,3,2,1,1,Jardim Carvalho,76,240000
96140-4,3,1,1,3,Estrela,137,240000
126929-4,3,2,0,2,Uvaranas,76,239000
134382-4,3,2,0,1,Uvaranas,100,235000
128440-4,2,1,0,2,Uvaranas,80,235000
151036-4,3,2,1,2,Chapada,93,230000
129636-4,3,2,0,1,Jardim Carvalho,80,230000
154841-4,3,2,1,1,Jardim Carvalho,241,230000
96316-4,3,1,1,2,Olarias,99,230000
22484-4,3,2,0,2,Jardim Carvalho,312,230000
134160-4,3,2,1,1,Jardim Carvalho,76,230000
110605-4,2,2,0,1,Orfãs,84,230000
143375-4,2,1,0,2,Chapada,93,230000
145633-4,3,1,0,3,Orfãs,73,229000
154661-4,2,2,1,2,Estrela,152,229000
145336-4,3,3,0,3,Orfãs,89,229000
150599-4,3,2,0,2,Uvaranas,75,225000
150561-4,3,2,0,1,Uvaranas,173,225000
151589-4,3,1,0,2,Uvaranas,75,225000
106469-4,3,2,1,1,Centro,100,225000
154473-4,3,1,0,2,Uvaranas,75,225000
145405-4,3,1,0,2,Uvaranas,75,225000
131460-4,3,1,1,1,Oficinas,59,220000
154539-4,3,2,0,3,Chapada,108,220000
154804-4,3,1,0,2,Jardim Carvalho,70,220000
133612-4,3,2,0,2,Contorno / Sta. Paula,100,220000
148722-4,3,2,0,2,Contorno / Sta. Paula,177,220000
148723-4,3,2,0,2,Contorno / Sta. Paula,177,220000
118552-4,2,2,0,1,Uvaranas,77,220000
151032-4,3,1,0,1,Contorno / Sta. Paula,100,220000
132562-4,3,2,1,2,Uvaranas,150,218000
148389-4,2,2,0,1,Uvaranas,173,215000
148302-4,2,2,0,1,Estrela,333,215000
154445-4,2,1,0,3,Estrela,62,215000
154936-4,3,1,0,3,Estrela,77,215000
146749-4,2,2,0,1,Estrela,63,215000
98584-4,2,1,0,1,Uvaranas,74,215000
145404-4,2,1,0,1,Estrela,62,215000
27579-4,2,2,0,2,Nova Rússia,191,212000
142537-4,3,2,0,1,Boa Vista,219,210000
150607-4,2,1,0,2,Contorno / Sta. Paula,75,210000
150716-4,2,2,0,2,Contorno / Sta. Paula,95,210000
151188-4,3,2,0,1,Jardim Carvalho,72,200200
134245-4,2,1,0,3,Orfãs,54,200000
119262-4,2,1,0,2,Nova Rússia,60,200000
23266-4,2,2,0,2,Oficinas,80,200000
154536-4,2,2,0,2,Boa Vista,108,200000
154537-4,3,1,0,1,Boa Vista,80,200000
101681-4,3,1,1,2,Nova Rússia,80,200000
97481-4,2,2,2,2,Boa Vista,219,200000
102237-4,3,1,0,1,Jardim Carvalho,79,200000
104287-4,2,1,0,2,Uvaranas,69,200000
148495-4,3,2,0,2,Nova Rússia,237,200000
134695-4,3,1,0,2,Uvaranas,100,200000
145809-4,3,1,1,2,Uvaranas,84,200000
146062-4,3,1,0,1,Uvaranas,100,200000
99887-4,2,2,0,2,Chapada,88,200000
146317-4,3,2,1,2,Uvaranas,100,200000
148769-4,2,3,0,1,Estrela,333,199000
145783-4,3,1,0,2,Oficinas,79,198000
129706-4,2,1,0,2,Uvaranas,65,195000
111534-4,2,2,1,4,Cará-cará,175,195000
144717-4,2,1,0,1,Uvaranas,173,195000
144718-4,2,1,0,1,Uvaranas,173,195000
151028-4,2,1,0,2,Contorno / Sta. Paula,74,195000
22481-4,3,2,0,2,Uvaranas,300,192400
143183-4,1,1,0,2,Contorno / Sta. Paula,200,190000
135064-4,2,2,0,2,Orfãs,67,190000
111500-4,3,2,0,2,Cará-cará,103,190000
148744-4,2,2,0,1,Uvaranas,173,190000
146194-4,2,2,0,1,Oficinas,67,190000
105717-4,3,1,0,2,Contorno / Sta. Paula,200,190000
96121-4,3,1,0,2,Contorno / Sta. Paula,83,190000
97331-4,2,1,0,1,Nova Rússia,73,190000
128485-4,2,3,1,1,Uvaranas,82,190000
143837-4,3,1,1,1,Oficinas,65,190000
133051-4,2,1,0,1,Centro,67,190000
150434-4,2,2,0,1,Orfãs,68,189000
147710-4,3,1,0,2,Neves,70,185000
118807-4,3,2,0,2,Ronda,78,185000
148207-4,2,1,1,2,Uvaranas,53,185000
150600-4,2,1,0,2,Uvaranas,60,185000
131550-4,2,2,0,1,Oficinas,70,185000
143663-4,3,2,0,1,Neves,178,185000
143427-4,2,1,0,2,Contorno / Sta. Paula,90,185000
150560-4,2,2,0,1,Uvaranas,173,185000
151590-4,2,1,0,2,Uvaranas,66,185000
151591-4,2,1,0,2,Uvaranas,60,185000
154921-4,2,2,0,1,Uvaranas,173,185000
154474-4,2,1,0,2,Uvaranas,60,185000
154475-4,2,1,0,2,Uvaranas,67,185000
75279-4,2,1,0,3,Centro,68,185000
144977-4,2,2,1,2,Orfãs,68,185000
145402-4,2,1,0,1,Uvaranas,60,185000
145403-4,2,1,0,1,Uvaranas,66,185000
134528-4,2,1,0,2,Colônia Dona Luiza,70,185000
154756-4,3,1,0,1,Colônia Dona Luiza,64,180000
150470-4,2,1,0,2,Uvaranas,173,180000
119348-4,2,1,0,2,Neves,62,180000
127903-4,2,2,0,2,Neves,53,180000
126831-4,2,1,0,1,Neves,178,180000
127051-4,2,1,0,1,Neves,178,180000
108547-4,3,2,0,2,Boa Vista,40,180000
102058-4,3,2,1,2,Oficinas,74,180000
22488-4,3,2,0,2,Jardim Carvalho,300,180000
110945-4,3,1,0,1,Jardim Carvalho,70,180000
131831-4,2,1,0,2,Neves,74,180000
151023-4,3,1,0,2,Cará-cará,70,180000
128019-4,2,2,0,2,Uvaranas,70,175000
145608-4,3,1,0,1,Estrela,55,175000
119229-4,3,2,0,2,Uvaranas,102,170000
151179-4,2,2,0,2,Cará-cará,64,170000
148285-4,2,1,0,1,Nova Rússia,117,170000
132026-4,3,1,0,1,Cará-cará,60,170000
154682-4,2,2,0,1,Neves,178,170000
96438-4,3,1,0,2,Neves,58,170000
84847-4,3,2,0,1,Ronda,75,170000
151018-4,3,2,1,2,Boa Vista,62,170000
134533-4,2,3,1,1,Uvaranas,150,170000
130864-4,3,2,0,1,Ronda,80,169000
131790-4,2,1,0,2,Neves,70,169000
119056-4,3,2,0,2,Neves,61,168000
131547-4,2,1,0,2,Boa Vista,219,165000
154534-4,2,1,0,1,Neves,53,165000
99488-4,2,2,0,1,Uvaranas,173,165000
111535-4,2,2,1,2,Cará-cará,112,165000
105718-4,2,1,0,2,Contorno / Sta. Paula,200,165000
96369-4,2,1,0,2,Uvaranas,63,165000
150893-4,3,1,0,2,Contorno / Sta. Paula,55,165000
150376-4,3,1,0,1,Contorno / Sta. Paula,200,165000
151016-4,2,1,0,1,Jardim Carvalho,57,163000
100689-4,3,1,0,1,Orfãs,64,162000
143160-4,2,1,0,2,Boa Vista,54,160000
94396-4,2,1,0,1,Ronda,225,160000
148712-4,3,2,0,1,Contorno / Sta. Paula,177,160000
148713-4,3,2,0,1,Contorno / Sta. Paula,177,160000
120203-4,2,2,0,2,Jardim Carvalho,68,160000
149070-4,2,1,0,2,Boa Vista,82,160000
127204-4,2,1,0,2,Uvaranas,62,160000
111622-4,3,1,0,1,Uvaranas,88,160000
144013-4,2,1,0,2,Oficinas,66,159000
155004-4,2,1,0,1,Oficinas,46,155000
155005-4,2,1,0,1,Oficinas,54,155000
91789-4,2,1,0,2,Uvaranas,77,153000
144778-4,2,2,0,1,Uvaranas,55,150000
129894-4,2,1,0,2,Boa Vista,60,150000
143444-4,2,2,0,1,Boa Vista,72,150000
97756-4,3,2,0,2,Boa Vista,80,150000
111260-4,2,1,0,1,Boa Vista,60,150000
148493-4,2,1,0,1,Ronda,225,150000
148512-4,2,1,0,3,Orfãs,324,150000
18366-4,3,1,0,1,Boa Vista,70,150000
119840-4,2,1,0,1,Colônia Dona Luiza,62,150000
144766-4,3,1,0,1,Uvaranas,173,150000
151011-4,2,1,0,1,Uvaranas,82,150000
146054-4,2,3,0,3,Uvaranas,182,150000
120106-4,2,1,0,1,Neves,55,150000
128198-4,2,1,0,1,Olarias,46,149000
126816-4,2,1,1,2,Jardim Carvalho,241,148000
131573-4,2,1,0,1,Uvaranas,173,145000
128487-4,2,1,0,1,Cará-cará,65,145000
111571-4,2,1,0,2,Oficinas,56,145000
154967-4,2,1,0,2,Oficinas,42,145000
134148-4,2,1,0,1,Cará-cará,44,144000
150380-4,2,1,0,1,Oficinas,241,144000
132027-4,2,1,0,1,Cará-cará,50,142000
154533-4,2,1,0,1,Orfãs,40,140000
91974-4,3,2,1,3,Uvaranas,286,140000
147847-4,3,1,0,3,Oficinas,58,140000
109873-4,2,1,0,1,Uvaranas,60,140000
126152-4,2,1,0,1,Uvaranas,53,140000
132025-4,2,1,0,1,Cará-cará,50,137000
151262-4,3,1,0,1,Cará-cará,60,133000
132801-4,3,2,1,1,Jardim Carvalho,42,130000
144828-4,2,1,0,1,Uvaranas,53,130000
132728-4,2,1,0,1,Uvaranas,54,130000
106466-4,2,1,0,2,Boa Vista,50,130000
41633-4,2,1,0,1,Uvaranas,60,130000
130792-4,2,2,0,1,Uvaranas,59,129000
149075-4,2,1,0,4,Oficinas,60,128000
153602-4,2,1,0,1,Cará-cará,121,126000
144827-4,2,1,0,1,Uvaranas,55,125000
147105-4,2,1,0,1,Boa Vista,60,125000
151259-4,2,2,0,1,Olarias,60,125000
151212-4,2,1,0,1,Uvaranas,54,120000
84890-4,2,1,0,2,Boa Vista,50,120000
103817-4,2,1,0,1,Uvaranas,173,118700
18238-4,2,1,0,1,Uvaranas,48,115000
131495-4,3,1,0,1,Neves,275,115000
130581-4,2,1,0,1,Uvaranas,50,114950
86895-4,2,1,0,2,Uvaranas,173,110000
145982-4,2,1,0,1,Boa Vista,40,110000
126791-4,2,1,0,1,Uvaranas,40,110000
126790-4,3,2,0,1,Jardim Carvalho,241,108000
94272-4,2,1,0,2,Cará-cará,82,102900
131447-4,2,1,0,2,Olarias,196,100000
146514-4,2,1,0,1,Orfãs,63,100000
143212-4,2,1,0,1,Uvaranas,173,100000
101332-4,2,1,0,1,Ronda,46,100000
145579-4,2,1,0,1,Estrela,50,100000
154482-4,3,2,0,2,Uvaranas,173,100000
125581-4,2,1,0,1,Olarias,52,95000
107971-4,2,1,0,1,Cará-cará,121,92000
103959-4,2,1,0,1,Ronda,46,90000
129866-4,2,1,0,1,Cará-cará,50,80000
130518-4,2,1,0,1,Jardim Carvalho,50,75000
150980-4,2,1,0,2,Boa Vista,40,56616
150977-4,1,1,0,2,Uvaranas,32,48770
107826-4,3,2,4,10,Estrela,750,5200000
111087-4,4,6,4,4,Orfãs,324,5200000
130651-4,4,7,4,6,Orfãs,793,5000000
117793-4,4,7,4,6,Orfãs,1012,5000000
118206-4,5,6,4,4,Orfãs,324,4850000
154778-4,4,4,2,4,Estrela,780,4500000
132294-4,3,6,3,6,Estrela,760,4000000
143097-4,3,1,3,6,Estrela,760,4000000
85109-4,4,5,4,6,Orfãs,550,3990000
147397-4,4,7,4,4,Estrela,850,3950000
23186-4,4,1,4,4,Orfãs,823,3900000
119798-4,4,7,4,5,Estrela,690,3500000
148711-4,3,2,0,2,Ronda,225,3500000
142534-4,4,7,4,4,Colônia Dona Luiza,750,3200000
37614-4,4,6,4,4,Colônia Dona Luiza,590,3200000
142892-4,3,3,2,3,Orfãs,850,3100000
133753-4,4,1,3,2,Orfãs,336,2900000
131456-4,4,6,4,6,Orfãs,820,2800000
154091-4,4,4,4,6,Orfãs,324,2800000
52833-4,3,6,3,4,Estrela,779,2800000
143372-4,4,5,4,2,Estrela,725,2800000
85479-4,4,5,4,5,Oficinas,744,2500000
119912-4,4,5,2,2,Orfãs,520,2500000
132852-4,4,4,3,4,Estrela,411,2500000
151219-4,4,5,2,2,Orfãs,376,2500000
133691-4,4,2,2,2,Orfãs,378,2500000
65871-4,4,1,2,2,Orfãs,534,2500000
130158-4,4,3,4,4,Estrela,360,2400000
99666-4,5,4,2,3,Estrela,333,2400000
131454-4,5,6,4,4,Estrela,402,2300000
93066-4,4,4,4,4,Estrela,436,2300000
132021-4,4,4,4,4,Estrela,547,2300000
127075-4,3,4,3,2,Estrela,318,2300000
154040-4,5,2,4,4,Estrela,333,2300000
130648-4,5,6,4,4,Estrela,386,2300000
154777-4,4,4,2,4,Orfãs,810,2290000
127101-4,4,1,0,3,Orfãs,443,2200000
154021-4,4,2,4,4,Orfãs,324,2200000
32016-4,4,6,4,3,Orfãs,640,2200000
144767-4,4,3,4,3,Estrela,380,2200000
151221-4,4,6,4,3,Orfãs,380,2150000
111774-4,4,4,3,2,Orfãs,324,2100000
91972-4,3,4,3,2,Estrela,403,2100000
130647-4,3,5,3,2,Estrela,360,2100000
131453-4,3,5,3,2,Estrela,529,2000000
151099-4,8,4,0,6,Contorno / Sta. Paula,383,2000000
146699-4,3,3,3,3,Estrela,333,2000000
148527-4,3,2,0,2,Nova Rússia,237,2000000
118234-4,4,6,4,2,Colônia Dona Luiza,370,1990000
148263-4,4,1,0,2,Colônia Dona Luiza,410,1990000
154649-4,4,5,2,2,Jardim Carvalho,420,1980000
146282-4,4,4,3,3,Orfãs,273,1975000
131462-4,4,6,4,4,Orfãs,528,1950000
133281-4,4,2,4,2,Orfãs,408,1950000
125713-4,4,7,4,6,Orfãs,430,1950000
147346-4,4,1,3,2,Orfãs,270,1950000
82639-4,3,4,3,2,Estrela,333,1950000
84053-4,3,4,3,2,Oficinas,465,1950000
134521-4,4,4,3,3,Orfãs,607,1920000
153985-4,4,3,4,2,Estrela,333,1890000
98778-4,3,3,1,4,Jardim Carvalho,396,1875000
131470-4,3,4,1,4,Estrela,413,1860000
132225-4,3,5,3,2,Orfãs,320,1850000
154012-4,4,1,4,2,Oficinas,241,1850000
150375-4,3,4,1,2,Oficinas,643,1850000
92025-4,4,2,2,2,Estrela,417,1850000
148610-4,3,4,1,4,Estrela,333,1805800
104594-4,4,3,2,3,Centro,462,1800000
145762-4,4,3,4,2,Estrela,411,1800000
145571-4,4,5,4,4,Jardim Carvalho,475,1800000
27694-4,4,4,3,2,Estrela,417,1800000
41624-4,4,6,4,2,Estrela,400,1800000
145159-4,3,4,3,2,Orfãs,462,1800000
150468-4,3,3,3,3,Estrela,333,1700000
111621-4,5,4,2,4,Estrela,300,1700000
146281-4,3,4,2,4,Jardim Carvalho,367,1700000
145046-4,4,4,4,2,Colônia Dona Luiza,301,1665000
154397-4,3,1,3,2,Colônia Dona Luiza,243,1665000
146824-4,4,3,1,2,Oficinas,495,1600000
145654-4,3,4,3,4,Jardim Carvalho,367,1600000
147302-4,4,4,3,2,Oficinas,241,1600000
99388-4,4,5,3,4,Estrela,381,1600000
149071-4,4,3,1,2,Estrela,406,1600000
134623-4,3,4,2,2,Oficinas,362,1600000
147446-4,3,4,3,4,Orfãs,260,1600000
147696-4,3,4,3,2,Orfãs,324,1600000
154186-4,3,2,3,2,Oficinas,241,1590000
151223-4,4,4,2,4,Jardim Carvalho,290,1550000
151243-4,3,5,3,8,Colônia Dona Luiza,432,1550000
84052-4,5,4,1,4,Colônia Dona Luiza,610,1550000
153635-4,3,1,3,4,Jardim Carvalho,302,1520000
154041-4,4,1,4,3,Estrela,333,1520000
22408-4,3,2,1,6,Oficinas,600,1500000
92578-4,3,2,3,4,Oficinas,241,1500000
131884-4,3,2,0,3,Centro,276,1500000
20978-4,4,2,4,2,Oficinas,500,1500000
148987-4,3,3,1,4,Oficinas,389,1500000
154380-4,4,3,1,2,Oficinas,600,1500000
151095-4,4,4,3,1,Oficinas,280,1500000
151263-4,3,4,3,3,Contorno / Sta. Paula,432,1500000
144417-4,3,4,3,2,Colônia Dona Luiza,320,1500000
148053-4,4,6,3,3,Olarias,300,1500000
75571-4,3,4,1,2,Oficinas,380,1500000
131560-4,3,5,3,3,Estrela,400,1500000
146453-4,2,1,0,2,Contorno / Sta. Paula,363,1500000
20138-4,4,6,3,2,Oficinas,241,1500000
109826-4,3,5,3,2,Orfãs,535,1500000
153951-4,3,2,1,4,Oficinas,241,1490000
131469-4,4,5,2,2,Jardim Carvalho,300,1480000
151240-4,4,5,4,4,Jardim Carvalho,338,1480000
99559-4,3,4,1,2,Jardim Carvalho,300,1450000
131554-4,5,3,1,3,Oficinas,720,1450000
144418-4,4,6,4,3,Colônia Dona Luiza,450,1420000
150631-4,3,4,1,4,Oficinas,400,1400000
154395-4,4,3,2,4,Neves,178,1400000
154177-4,4,2,1,2,Colônia Dona Luiza,243,1400000
18779-4,3,5,1,2,Oficinas,340,1400000
127057-4,3,4,0,2,Uvaranas,420,1400000
143582-4,3,3,3,2,Jardim Carvalho,275,1400000
126562-4,3,2,3,4,Jardim Carvalho,285,1400000
118752-4,3,2,0,3,Centro,239,1400000
154042-4,3,1,3,2,Colônia Dona Luiza,243,1390000
154381-4,3,5,3,3,Oficinas,300,1350000
151245-4,4,4,1,2,Jardim Carvalho,320,1350000
96346-4,7,5,1,3,Orfãs,490,1350000
142891-4,3,4,3,2,Jardim Carvalho,356,1350000
94336-4,4,4,1,4,Jardim Carvalho,320,1330000
96954-4,4,3,1,4,Jardim Carvalho,241,1330000
131448-4,3,3,1,2,Jardim Carvalho,380,1300000
117797-4,4,3,2,2,Contorno / Sta. Paula,450,1300000
150834-4,3,2,1,2,Uvaranas,200,1300000
27582-4,3,1,1,4,Estrela,575,1300000
154594-4,4,2,1,2,Jardim Carvalho,210,1300000
97217-4,3,3,1,2,Jardim Carvalho,256,1300000
22413-4,4,5,4,1,Oficinas,300,1300000
79315-4,3,2,0,2,Jardim Carvalho,312,1300000
98490-4,4,6,4,4,Oficinas,300,1290000
118669-4,4,6,4,4,Oficinas,220,1280000
21282-4,3,5,3,4,Oficinas,330,1280000
82575-4,3,4,3,2,Oficinas,330,1280000
131449-4,3,5,3,4,Colônia Dona Luiza,243,1250000
131461-4,3,4,3,2,Colônia Dona Luiza,300,1250000
131464-4,3,4,3,2,Neves,300,1250000
94215-4,3,4,3,2,Neves,280,1250000
126924-4,3,3,3,2,Jardim Carvalho,295,1250000
151093-4,3,5,3,2,Colônia Dona Luiza,245,1250000
22834-4,5,3,1,2,Jardim Carvalho,270,1250000
32809-4,5,5,1,4,Jardim Carvalho,375,1250000
131576-4,3,2,3,3,Orfãs,300,1250000
131813-4,3,3,3,2,Neves,282,1250000
131163-4,3,4,3,2,Neves,280,1250000
119865-4,4,4,1,2,Jardim Carvalho,300,1250000
83079-4,2,2,1,2,Oficinas,300,1250000
154324-4,3,6,3,4,Colônia Dona Luiza,296,1250000
130635-4,4,5,4,2,Oficinas,290,1230000
154036-4,4,1,4,2,Oficinas,241,1230000
94389-4,4,3,1,4,Jardim Carvalho,442,1200000
154592-4,3,3,2,1,Oficinas,330,1200000
111777-4,4,2,1,3,Orfãs,324,1200000
145978-4,3,4,1,2,Oficinas,320,1200000
154688-4,3,1,2,2,Orfãs,324,1200000
143559-4,3,5,3,4,Colônia Dona Luiza,220,1200000
98911-4,5,3,2,4,Orfãs,570,1200000
132809-4,4,2,3,4,Orfãs,271,1200000
110266-4,3,5,3,2,Colônia Dona Luiza,300,1190000
110475-4,3,4,2,2,Jardim Carvalho,220,1190000
129595-4,3,5,3,4,Colônia Dona Luiza,300,1190000
130637-4,3,4,3,2,Colônia Dona Luiza,218,1190000
120126-4,3,1,3,4,Colônia Dona Luiza,292,1150000
91788-4,3,4,3,4,Colônia Dona Luiza,243,1150000
119058-4,3,2,0,2,Jardim Carvalho,660,1150000
19242-4,3,5,3,4,Colônia Dona Luiza,290,1150000
27696-4,4,1,3,4,Colônia Dona Luiza,243,1150000
146048-4,3,4,1,2,Jardim Carvalho,300,1150000
145022-4,3,3,3,2,Estrela,250,1125000
144300-4,3,3,1,2,Oficinas,252,1125000
20996-4,4,3,2,2,Jardim Carvalho,630,1100000
134380-4,3,2,3,2,Jardim Carvalho,323,1100000
132768-4,4,3,2,4,Uvaranas,634,1100000
148134-4,3,5,3,3,Jardim Carvalho,300,1100000
129315-4,3,1,0,3,Estrela,297,1100000
100979-4,3,4,1,4,Estrela,333,1100000
151615-4,3,3,1,4,Jardim Carvalho,237,1100000
120111-4,2,2,1,2,Oficinas,280,1100000
132347-4,3,5,3,3,Jardim Carvalho,320,1070000
147491-4,3,4,3,4,Jardim Carvalho,372,1050000
132589-4,3,2,3,2,Oficinas,350,1050000
131919-4,3,1,0,2,Jardim Carvalho,230,1050000
104079-4,3,5,3,2,Estrela,495,1050000
131575-4,4,3,1,2,Jardim Carvalho,584,1050000
148333-4,3,5,3,2,Jardim Carvalho,230,1050000
118557-4,4,3,1,3,Jardim Carvalho,241,1050000
148031-4,3,3,1,2,Nova Rússia,237,1000000
20993-4,4,4,1,2,Uvaranas,630,1000000
98840-4,3,4,1,6,Jardim Carvalho,462,1000000
96955-4,3,2,3,2,Jardim Carvalho,300,995000
106219-4,3,4,3,4,Colônia Dona Luiza,270,995000
154011-4,3,2,3,2,Jardim Carvalho,241,995000
146085-4,3,3,3,2,Oficinas,241,990000
146342-4,3,4,3,2,Colônia Dona Luiza,237,990000
146832-4,3,4,3,4,Oficinas,247,990000
37344-4,3,2,1,4,Oficinas,528,990000
148040-4,3,2,1,2,Uvaranas,200,990000
146420-4,4,4,2,4,Estrela,400,990000
104562-4,3,3,1,4,Uvaranas,227,990000
105656-4,3,3,1,2,Oficinas,300,990000
27572-4,3,3,1,2,Oficinas,300,990000
99389-4,4,3,1,2,Jardim Carvalho,300,990000
144624-4,3,3,2,3,Centro,250,980000
111790-4,4,6,1,5,Boa Vista,219,980000
110477-4,3,2,1,2,Jardim Carvalho,225,980000
131868-4,3,4,1,3,Oficinas,462,980000
133408-4,3,3,1,2,Jardim Carvalho,316,970000
146086-4,3,3,3,2,Oficinas,241,950000
131467-4,3,1,3,2,Jardim Carvalho,300,950000
20985-4,4,3,2,6,Jardim Carvalho,600,950000
146343-4,3,4,3,2,Colônia Dona Luiza,247,950000
146833-4,3,3,1,4,Oficinas,237,950000
147078-4,3,3,1,4,Jardim Carvalho,300,950000
126916-4,5,1,1,2,Uvaranas,250,950000
134915-4,3,3,1,4,Jardim Carvalho,185,950000
145791-4,3,3,1,2,Nova Rússia,350,950000
128281-4,3,2,3,2,Jardim Carvalho,295,945000
150428-4,3,4,2,2,Neves,178,930000
111515-4,4,3,2,3,Jardim Carvalho,332,930000
148789-4,3,2,0,2,Jardim Carvalho,241,930000
132110-4,3,2,0,2,Jardim Carvalho,300,929900
89490-4,3,3,1,4,Neves,300,915000
146381-4,6,5,2,4,Neves,319,900000
131555-4,5,5,4,3,Uvaranas,173,900000
150417-4,5,3,0,4,Centro,230,900000
130245-4,3,5,3,4,Estrela,290,900000
143683-4,3,4,1,2,Jardim Carvalho,312,895000
107825-4,3,3,3,2,Oficinas,301,895000
131451-4,3,3,1,2,Oficinas,248,890000
119363-4,3,1,0,2,Oficinas,300,890000
130628-4,3,2,1,3,Oficinas,300,890000
143926-4,2,1,0,2,Jardim Carvalho,200,890000
148133-4,3,3,1,3,Oficinas,300,890000
110553-4,4,4,3,3,Estrela,297,890000
46803-4,3,3,1,2,Uvaranas,173,880000
117816-4,3,5,3,4,Estrela,250,875000
147492-4,3,4,3,4,Uvaranas,300,850000
153599-4,4,2,1,5,Orfãs,288,850000
17892-4,3,4,1,3,Orfãs,324,850000
151083-4,6,3,1,4,Chapada,300,850000
151084-4,6,3,1,4,Chapada,300,850000
153636-4,3,3,1,2,Orfãs,324,850000
151196-4,3,3,1,2,Neves,214,850000
129502-4,4,4,1,4,Orfãs,462,850000
148061-4,3,3,1,5,Oficinas,280,850000
96209-4,4,4,3,2,Jardim Carvalho,330,850000
111359-4,3,4,1,4,Orfãs,390,850000
142592-4,3,2,0,3,Orfãs,266,850000
76953-4,4,4,1,4,Centro,364,850000
118786-4,3,2,0,3,Centro,230,850000
142555-4,4,6,4,2,Jardim Carvalho,588,848000
108341-4,4,4,4,3,Jardim Carvalho,450,845000
118795-4,3,2,0,2,Nova Rússia,360,830000
129413-4,3,3,2,6,Oficinas,190,820000
118446-4,4,3,1,4,Orfãs,235,800000
151081-4,3,2,1,3,Centro,148,800000
148567-4,3,2,1,5,Orfãs,324,800000
126485-4,3,2,1,3,Uvaranas,474,800000
150844-4,3,3,1,3,Orfãs,212,800000
154659-4,3,3,1,2,Centro,205,800000
96137-4,3,1,1,3,Estrela,321,800000
96273-4,3,1,1,2,Oficinas,286,800000
129597-4,3,2,1,2,Neves,300,800000
148746-4,4,3,0,2,Orfãs,324,800000
148747-4,4,3,0,2,Orfãs,324,800000
20980-4,6,2,2,4,Oficinas,336,795000
146354-4,3,2,1,4,Cará-cará,132,795000
131445-4,3,3,1,2,Jardim Carvalho,300,790000
127100-4,3,2,1,2,Jardim Carvalho,165,790000
145893-4,3,2,0,3,Centro,280,790000
151202-4,3,2,1,3,Jardim Carvalho,165,790000
151209-4,3,3,1,4,Orfãs,210,790000
99513-4,3,3,1,2,Jardim Carvalho,165,790000
17331-4,3,2,1,2,Jardim Carvalho,165,790000
105766-4,3,3,1,2,Neves,300,790000
87395-4,3,3,1,2,Uvaranas,190,790000
119775-4,3,1,0,2,Uvaranas,247,780000
106462-4,7,8,1,5,Jardim Carvalho,241,780000
130306-4,3,2,1,2,Nova Rússia,260,780000
142481-4,4,5,2,2,Orfãs,280,760000
145722-4,3,2,0,3,Centro,266,750000
144665-4,3,1,1,2,Uvaranas,156,750000
148501-4,3,4,3,2,Centro,384,750000
118540-4,3,3,1,2,Neves,178,750000
83231-4,3,1,1,2,Jardim Carvalho,372,750000
21910-4,3,3,1,2,Neves,300,730000
151079-4,3,3,1,2,Uvaranas,173,720000
118877-4,3,2,0,3,Centro,82,700000
119187-4,3,2,0,2,Ronda,396,700000
119336-4,3,2,0,3,Centro,200,700000
65762-4,3,3,1,3,Centro,189,700000
154858-4,4,4,1,6,Boa Vista,640,700000
131553-4,3,3,1,2,Nova Rússia,237,700000
106906-4,3,5,2,2,Uvaranas,314,700000
130057-4,3,3,0,3,Estrela,200,700000
81553-4,4,3,1,2,Nova Rússia,400,700000
125568-4,4,5,3,2,Uvaranas,314,700000
